,Unnamed: 0,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity,clinic_id
4560,4560,diaglab.by,https://diaglabby/gormonal-test/,определение адренокортикотропного гормона в сыворотке крови,36.77,"('Артикул: 3042-100', 'https://diaglab.by/acth/', '3 рабочих дня (не включая день взятия биоматериала) ')",,,0.4151737019167461,Диаглаб
4561,4561,diaglab.by,https://diaglabby/gormonal-test/,определение андростендиона androstendion в сыворотке крови,15.23,"('Артикул: 4035-195', 'https://diaglab.by/androstendion/', '5 рабочих дней (не включая день взятия биоматериала) ')",,,0.500573387993193,Диаглаб
4562,4562,diaglab.by,https://diaglabby/gormonal-test/,определение альдостерона aldosterone в сыворотке крови,29.86,"('Артикул: 4037-205', 'https://diaglab.by/aldosterone/', '2 рабочих дней (не включая день взятия биоматериала) ')","анализ крови на цитомегаловирус цмв, днк, пцр","цитомегаловирус, определение днк cytomegalovirus, dna в сыворотке крови",0.5860934139315093,Диаглаб
4563,4563,diaglab.by,https://diaglabby/gematology/,общий анализ крови cbc + 5 diff с дифференцировкой лейкоцитов,10.91,"('Артикул: 5002-15017', 'https://diaglab.by/obshhij-analiz-krovi-cbc-5-diff/', '2 рабочих дня (не включая день взятия биоматериала) ')","оак, общий анализ крови",общий анализ крови,0.6395218013992194,Диаглаб
4564,4564,diaglab.by,https://diaglabby/gematology/,скорость оседания эритроцитов соэ,0.28,"('Артикул: 5004', 'https://diaglab.by/soe/', '1 рабочий день (не включая день взятия биоматериала) ')",реакция оседания эритроцитов роэ,"соэ cкорость оседания эритроцитов, esr",0.6439827016375615,Диаглаб
4565,4565,diaglab.by,https://diaglabby/gematology/,общий анализ крови cbc без дифференцировки лейкоцитов,7.21,"('Артикул: 5001', 'https://diaglab.by/obshhij-analiz-krovi/', '1 рабочий день (не включая день взятия биоматериала) ')",оак cbc without differential,"анализ крови общий анализ крови без лейкоцитарной формулы и соэ complete blood count, cbc",0.6238722432812824,Диаглаб
4566,4566,diaglab.by,https://diaglabby/gematology/,мануальный подсчет лейкоцитарной формулы развернутый,2.16,"('Артикул: 5003', 'https://diaglab.by/manual-podschet-formul/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.4452458216399992,Диаглаб
4567,4567,diaglab.by,https://diaglabby/gematology/,определение ретикулоцитов reticulocytes в сыворотке крови,4.7,"('Артикул: 5005-150', 'https://diaglab.by/retikulocity/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на ретикулоциты количество ретикулоцитов подсчет количества ретикулоцитов ретикулоцитарный индекс,ретикулоциты reticulocytes,0.8485199894352236,Диаглаб
4568,4568,diaglab.by,https://diaglabby/autoimmune-diseases/,"антитела класса igg к деамидированным пептидам глиадина anti-deaminated gliadin peptide, anti-dgp, igg",25.86,"('Артикул: 4044-270', 'https://diaglab.by/anti-gliadin-igg/', '6 рабочих дней (не включая день взятия биоматериала) ')","анализ крови на антитела к деамидированным пептидам глиадина, igg","антитела к деамидированным пептидам глиадина, igg deamidated gliadin peptide dgp antibodies, igg",0.824104013748113,Диаглаб
4569,4569,diaglab.by,https://diaglabby/autoimmune-diseases/,тканевая трансгютаминаза антитела ig a anti-transglutaminase ig a,23.29,"('Артикул: 4042-1282', 'https://diaglab.by/anti-transglutaminase-iga/', '6 рабочих дней (не включая день взятия биоматериала) ')",,,0.5495160515263008,Диаглаб
4570,4570,diaglab.by,https://diaglabby/autoimmune-diseases/,определение антител к циклическому цитрулиновому пептиду в сыворотке крови,51.22,"('Артикул: 3043-1204', 'https://diaglab.by/anti-ccp/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.3628131919442894,Диаглаб
4571,4571,diaglab.by,https://diaglabby/autoimmune-diseases/,"антитела класса igа к деамидированным пептидам глиадина anti-deaminated gliadin peptide, anti-dgp, iga",25.83,"('Артикул: 4045-271', 'https://diaglab.by/anti-gliadin-iga/', '5 рабочих дней (не включая день взятия биоматериала) ')","анализ крови на антитела к деамидированным пептидам глиадина, iga","антитела к деамидированным пептидам глиадина, iga deamidated gliadin peptide dgp antibodies, iga",0.7589598628965788,Диаглаб
4572,4572,diaglab.by,https://diaglabby/autoimmune-diseases/,тканевая трансгютаминаза антитела ig g anti-transglutaminase ig g,23.69,"('Артикул: 4043-1283', 'https://diaglab.by/anti-transglutaminase-igg/', '6 рабочих дней (не включая день взятия биоматериала) ')",,,0.5495160515263008,Диаглаб
4573,4573,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к pr3, mpo anca и gbm, блот в сыворотке крови",0.0,"('Артикул: 8044-1360', 'https://diaglab.by/antitela-igg-pr3/', '6 рабочих дней (не включая день взятия биоматериала) ')",,,0.4464413799245667,Диаглаб
4574,4574,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к бета-клеткам поджелудочной железы anti-islet cell antibodies, islet cell autoantibodies, ica в сыворотке крови",45.08,"('Артикул: 8175-201', 'https://diaglab.by/igg-podzheludochnoj-zhelezy/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.2814557627766302,Диаглаб
4575,4575,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к глутаматдекарбоксилазе анти-gad anti-gad antibodies, glutamate decarboxylase antibodies, at-gad, igg в сыворотке крови",56.72,"('Артикул: 8186-202', 'https://diaglab.by/glutamatdekarboksilaza/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.5631397098904469,Диаглаб
4576,4576,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к инсулину insulin autoantibodies, iaa, igg в сыворотке крови",41.91,"('Артикул: 8185-200', 'https://diaglab.by/igg-k-insulinu/', '14 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на инсулин гормон поджелудочной железы регулятор углеводного обмена,инсулин insulin,0.6248536063995866,Диаглаб
4577,4577,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител к тирозинфосфатазе ia-2 islet antigen 2 antibodies, anti-ia2 аntibodies, ia-2 ab, tyrosine phosphatase antibodies в сыворотке крови",59.89,"('Артикул: 8187-1285', 'https://diaglab.by/antitela-k-tirozinfosfataze/', '14 рабочий день (не включая день взятия биоматериала) ')",,,0.3085970518361338,Диаглаб
4578,4578,diaglab.by,https://diaglabby/autoimmune-diseases/,"антитела к антигенам клеток поджелудочной железы gad/ia-2, суммарно в сыворотке крови",58.09,"('Артикул: 8170-1286', 'https://diaglab.by/antitela-k-antigenam-podzheludochnoj/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.3178063217605696,Диаглаб
4579,4579,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к двуспиральной нативной днк анти-дсднк igg, анти-днк double-stranded native dna igg antibodies, аnti-dsdna igg в сыворотке крови",52.48,"('Артикул: 8146-126', 'https://diaglab.by/igg-dvuspiralnoj-nativnoj-dnk/', '5 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на антитела к днк igg антитела к двухцепочечной днк аутоантитела класса g против двуспиральной днк анти-dsdna igg,"антитела класса igg к двуспиральной нативной днк анти-дсднк igg, anti-double-stranded native dna igg antibodies, anti-dsdna igg",0.8783285517155831,Диаглаб
4580,4580,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антиядерных антител аяа, антинуклеарные антитела, скрининг anti-nuclear antibodies, ana, screening в сыворотке крови",54.49,"('Артикул: 8145-125', 'https://diaglab.by/antinuklearnye-antitela-2/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.4778740983160431,Диаглаб
4581,4581,diaglab.by,https://diaglabby/autoimmune-diseases/,"антитела классов igg и igm к фосфатидилсерину anti-рhosphatidylserine, igg, igm",78.68,"('Артикул: 4003-966/74', 'https://diaglab.by/anti-phosphatidylserine-igagm/', '7 рабочих дней (не включая день взятия биоматериала) ')","анализ крови на антитела класса igм к вирусу гепатита а вга, hepatitis a virus, hav",anti-hav-igm антитела класса igm к вирусу гепатита а,0.6647922639531244,Диаглаб
4582,4582,diaglab.by,https://diaglabby/autoimmune-diseases/,"панель антител класса igg при аутоиммунных заболеваниях печени ат к антигенам ама-м2, м2-3е, sp100, pml, gp210, lkm-1, lc-1, sla/lp, ssa/ro-52, иммуноблот autoimmune disease liver panel:",112.54,"('Артикул: 8165-1288', 'https://diaglab.by/panel-autoimmunnye-zabolevaniya-pecheni/', '11 рабочих дней (не включая день взятия биоматериала) ')",,,0.2719601912598576,Диаглаб
4583,4583,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антинуклеарных антител ана, igg профиль nrnp/sm, sm, ss-a, ro-52, ss-b, scl-70, pm-scl, jo-1, cenp b, pcna, dsdna, nucleosomes, histones, ribosomal p-protein, ama-m2 separately, иммуноблот,",59.96,"('Артикул: 8045-1361', 'https://diaglab.by/antinuklearnye-antitela/', '6 рабочих дней (не включая день взятия биоматериала) ')","специфичные ана, антитела к экстрагируемым ядерным нуклеарным антигенам, антитела при аутоиммунных заболеваниях соединительной ткани,","иммуноблот антинуклеарных антител antinuclear antibodies sm, rnp/sm, ss-a 60 кда, ss-a 52 кда, ss-b, scl-70, pm-scl, pcna, cenp-b, dsdna, histone, nucleosome, rib p, ama-m2, jo-1",0.7838437245164802,Диаглаб
4584,4584,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител классов iga, igg, igm к микросомам печени и почек анти-lkm, суммарно antibodies to liver/kidney microsome, alkm, lkm, iga, igg, igm, total в сыворотке",47.25,"('Артикул: 8181-819', 'https://diaglab.by/antitela-k-mikrosomam-pecheni/', '11 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на лямблии суммарные антитела к возбудителю лямблиоза ат общие к аг лямблий,"антитела к антигенам лямблий суммарные iga, igm, igg анти-lamblia intestinalis iga, igm, igg суммарные; anti-giardia lamblia iga, igm, igg total",0.6327765331188007,Диаглаб
4585,4585,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к сердечной мускулатуре миокарду, антимиокардиальные антитела anti-heart antibodies, igg в сыворотке крови",38.64,"('Артикул: 8180-815', 'https://diaglab.by/antitela-k-serdechnoj-muskulature/', '12 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на igg антитела к лимфоцитам антитела к лимфоцитам igg,"антитела к лимфоцитам, igg anti-lymphocyte antibodies, igg",0.5903724284667694,Диаглаб
4586,4586,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител классов iga, igg, igm к гладкой мускулатуре, суммарно smooth muscle antibodies, sma, anti-smooth muscle antibodies, asma, iga, igg, igm, total в сыворотке крови",45.48,"('Артикул: 8179-806', 'https://diaglab.by/antitela-k-gladkoj-muskulature/', '11 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на лямблии суммарные антитела к возбудителю лямблиоза ат общие к аг лямблий,"антитела к антигенам лямблий суммарные iga, igm, igg анти-lamblia intestinalis iga, igm, igg суммарные; anti-giardia lamblia iga, igm, igg total",0.6775721877641023,Диаглаб
4587,4587,diaglab.by,https://diaglabby/autoimmune-diseases/,"антитела к париетальным клеткам желудка, igg parietal cell antibodies, pca, ig g в сыворотке крови",45.48,"('Артикул: 8178-805', 'https://diaglab.by/antitela-k-kletkam-zheludka/', '11 рабочих дней (не включая день взятия биоматериала) ')",,,0.3471064344075523,Диаглаб
4588,4588,diaglab.by,https://diaglabby/autoimmune-diseases/,"антитела к митохондриям, igg mitochondrial antibodies, ama, igg в сыворотке крови",43.21,"('Артикул: 8177-804', 'https://diaglab.by/antitela-k-mitohondriyam/', '11 рабочих дней (не включая день взятия биоматериала) ')",,,0.5631415260913339,Диаглаб
4589,4589,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител классов iga, igm, igg к стероидпродуцирующим клеткам яичка, суммарно anti-testicular steroid-сell antibodies, testicular anti-steroidal cell antibodies, testicular stcab, steroidal cell autoantibodies, sca against",51.18,"('Артикул: 8172-1290', 'https://diaglab.by/antitela-k-kletkam-yaichka/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.3982850943893906,Диаглаб
4590,4590,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител классов iga, igm, igg к стероидпродуцирующим клеткам надпочечника аспк, суммарно anti-steroidal cell antibodies, stcab, steroidal cell autoantibodies, sca, iga, igm, igg, total в",38.3,"('Артикул: 8171-1287', 'https://diaglab.by/antitela-aspk/', '14 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на лямблии суммарные антитела к возбудителю лямблиоза ат общие к аг лямблий,"антитела к антигенам лямблий суммарные iga, igm, igg анти-lamblia intestinalis iga, igm, igg суммарные; anti-giardia lamblia iga, igm, igg total",0.6277175278077416,Диаглаб
4591,4591,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к скелетным мышцам асм anti-skeletal muscle antibodies, asma, igg в сыворотке крови",36.57,"('Артикул: 8167-937', 'https://diaglab.by/antitela-igg-skeletnie-myshci/', '12 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на igg антитела к лимфоцитам антитела к лимфоцитам igg,"антитела к лимфоцитам, igg anti-lymphocyte antibodies, igg",0.5863361844258267,Диаглаб
4592,4592,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igм к аннексину v annexin v аntibodies, aanv, igм в сыворотке крови",39.34,"('Артикул: 8190-1342', 'https://diaglab.by/igm-anneksin/', '14 рабочих дней (не включая день взятия биоматериала) ')","анализ крови на антитела к герпесу 1, 2 igm антитела к вирусу простого герпеса первого и второго типа антитела класса m к впг-1, впг-2","антитела класса igм к вирусу простого герпеса 1 и 2 типов, hsv-1, 2 anti-hsv-igм",0.6780394395301572,Диаглаб
4593,4593,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к аннексину v annexin v аntibodies, aanv, igg в сыворотке крови",39.34,"('Артикул: 8189-1341', 'https://diaglab.by/igg-anneksin/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.5478042658676766,Диаглаб
4594,4594,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igа к сахаромицетам диагностика болезни крона anti-sacchаromyces cerevisiae antibodies, asca, iga в сыворотке крови",28.13,"('Артикул: 8183-1336', 'https://diaglab.by/iga-k-saharomicetam/', '11 рабочих дней (не включая день взятия биоматериала) ')",,,0.3548115399222173,Диаглаб
4595,4595,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител класса igg к сахаромицетам диагностика болезни крона anti-sacchаromyces cerevisiae antibodies, asca, igg",29.96,"('Артикул: 8182-1335', 'https://diaglab.by/igg-k-saharomicetam/', '11 рабочих дней (не включая день взятия биоматериала) ')",,,0.4693913972612316,Диаглаб
4596,4596,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение неоптерина нп в сыворотке крови neopterin, serum в сыворотке крови",48.38,"('Артикул: 8176-923', 'https://diaglab.by/neopterin/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.5381929700071328,Диаглаб
4597,4597,diaglab.by,https://diaglabby/autoimmune-diseases/,определение иммуноглобулина подкласса igg4 immunoglobulin g subclass 4 в сыворотке крови,58.32,"('Артикул: 8169-944', 'https://diaglab.by/igg4/', '13 рабочих дней (не включая день взятия биоматериала) ')",,,0.4934049653158319,Диаглаб
4598,4598,diaglab.by,https://diaglabby/autoimmune-diseases/,определение антител класса igg к внутреннему фактору кастла в сыворотке крови,55.92,"('Артикул: 8168-817', 'https://diaglab.by/faktor-kastla/', '13 рабочих дней (не включая день взятия) ')",,,0.3777740537688004,Диаглаб
4599,4599,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител к ацетилхолиновому рецептору ахр, диагностика миастении, суммарнo acetylcholine receptor antibodies, anti-achr, total в сыворотке крови",121.62,"('Артикул: 8166-803', 'https://diaglab.by/antitela-k-acetilholinovomu-receptoru/', '14 рабочих дней (не включая день взятия биоматериала) ')",,,0.41542904011942,Диаглаб
4600,4600,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител классов iga, igm, igg к ткани яичника антиовариальные антитела, суммарно anti-ovarian antibodies, aoa, iga, igm, igg, тotal в сыворотке крови",42.01,"('Артикул: 8147-1209', 'https://diaglab.by/antiovarialnye-antitela/', '14 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на лямблии суммарные антитела к возбудителю лямблиоза ат общие к аг лямблий,"антитела к антигенам лямблий суммарные iga, igm, igg анти-lamblia intestinalis iga, igm, igg суммарные; anti-giardia lamblia iga, igm, igg total",0.614829346998081,Диаглаб
4601,4601,diaglab.by,https://diaglabby/autoimmune-diseases/,"определение антител антиспермальные в сыворотке крови anti-spermatozoa antibodies, asa, serum в сыворотке крови",22.92,"('Артикул: 8144-223', 'https://diaglab.by/antitela-antispermalnye/', '7 рабочих дней (не включая день взятия биоматериала) ')",,,0.4699525596417291,Диаглаб
4602,4602,diaglab.by,https://diaglabby/autoimmune-diseases/,определение цистатина с cystatin c в сыворотке крови,48.51,"('Артикул: 8059-1525', 'https://diaglab.by/cistatin-s-cystatin-c/', '2 рабочих дня (не включая день взятия биоматериала) ')",цистатин 3,цистатин с cystatin c,0.8338463836603357,Диаглаб
4603,4603,diaglab.by,https://diaglabby/autoimmune-diseases/,определение антител суммарных к бета-2-гликопротеину-1 в сыворотке крови,30.4,"('Артикул: 4002-1284', 'https://diaglab.by/anti-glycoprotein/', '8 рабочих дней (не включая день взятия биоматериала) ')",,,0.4213071065694591,Диаглаб
4604,4604,diaglab.by,https://diaglabby/autoimmune-diseases/,определение антител суммарных к кардиолипину в сыворотке крови,46.35,"('Артикул: 4001-967', 'https://diaglab.by/anti-cardiolipin-igagm/', '5 рабочих дней (не включая день взятия биоматериала) ')",,,0.3852320315699008,Диаглаб
4605,4605,diaglab.by,https://diaglabby/blood-groups/,определение группы крови и резус-фактора,14.45,"('Артикул: 5007', 'https://diaglab.by/group-rhesus-factor/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.5087776693312152,Диаглаб
4606,4606,diaglab.by,https://diaglabby/blood-groups/,аллоиммунные антитела включая антитела к rh-антигену,26.47,"('Артикул: 8154-140', 'https://diaglab.by/alloimmunnye-antitela/', '2 рабочих дней (не включая день взятия биоматериала) ')",анализ крови на аллоиммунные антитела титр антирезусных антител,"аллоиммунные антитела включая антитела к rh-антигену, непрямой антиглобулиновый тест нагт, непрямая проба кумбса",0.59255211822326,Диаглаб
4607,4607,diaglab.by,https://diaglabby/urine-examination/,проведение общего анализа мочи с микроскопией осадка,1.73,"('Артикул: 5017', 'https://diaglab.by/urinanalysis/', '1 рабочий день (не включая день взятия биоматериала) ')","клинический анализ мочи оам complete urinalysis urinalysis, complete with microscopic examination urinalysis complete urn",анализ мочи общий анализ мочи с микроскопией осадка,0.9433193913571476,Диаглаб
4608,4608,diaglab.by,https://diaglabby/urine-examination/,анализ мочи по нечипоренко,2.4,"('Артикул: 5018', 'https://diaglab.by/analiz-mochi-nechiporenko/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.5628605441235648,Диаглаб
4609,4609,diaglab.by,https://diaglabby/urine-examination/,определение глюкозы в моче,1.58,"('Артикул: 1039', 'https://diaglab.by/glucosae-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.480037887597471,Диаглаб
4610,4610,diaglab.by,https://diaglabby/urine-examination/,определение альфа-амилазы в моче,2.72,"('Артикул: 1049', 'https://diaglab.by/amylase-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.5739820410843394,Диаглаб
4611,4611,diaglab.by,https://diaglabby/urine-examination/,определение мочевой кислоты в моче,2.08,"('Артикул: 1048', 'https://diaglab.by/uric-acid-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.5570489492611161,Диаглаб
4612,4612,diaglab.by,https://diaglabby/urine-examination/,определение креатинина в моче,1.96,"('Артикул: 1047', 'https://diaglab.by/creatinine-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.4822670948972323,Диаглаб
4613,4613,diaglab.by,https://diaglabby/urine-examination/,определение магния в моче,1.68,"('Артикул: 1046', 'https://diaglab.by/magnesium-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.4223313221969265,Диаглаб
4614,4614,diaglab.by,https://diaglabby/urine-examination/,определение альбумина в моче,4.07,"('Артикул: 8163-95', 'https://diaglab.by/albumin-v-moche/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.4276144957794689,Диаглаб
4615,4615,diaglab.by,https://diaglabby/urine-examination/,определение фосфора неорганического в моче,1.96,"('Артикул: 1045', 'https://diaglab.by/phosphate-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",анализ крови на фосфор неорганический фосфор в крови сывороточный фосфор сывороточный фосфат inorganic phosphate phosphorus serum p po4 phosphate,"фосфор неорганический в крови phosphorus, p",0.6938485421293125,Диаглаб
4616,4616,diaglab.by,https://diaglabby/urine-examination/,определение кальция общего в моче,1.75,"('Артикул: 1044', 'https://diaglab.by/calcium-total-urine/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.5510628235297089,Диаглаб
4617,4617,diaglab.by,https://diaglabby/gemostaz/,"определение концентрации фибриногена в плазме крови fibrinogen, frg",3.05,"('Артикул: 15004', 'https://diaglab.by/fibrinogen/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на фибриноген фибриноген фактор i первый свертывающей системы плазмы fibrinogen fibrinogen activity and fibrinogen antigen assays factor i activity factor i fibrinogen activity functional fibrinogen fibrinogen antigen,фибриноген fibrinogen,0.7365482050094593,Диаглаб
4618,4618,diaglab.by,https://diaglabby/gemostaz/,"определение активированного частичного тромбопластинового времени ачтв, aptt",1.52,"('Артикул: 15002', 'https://diaglab.by/aptt/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.5092519806305155,Диаглаб
4619,4619,diaglab.by,https://diaglabby/gemostaz/,"определение тромбинового времени thrombine time, tt",1.9,"('Артикул: 15003', 'https://diaglab.by/thrombine-time/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.5494736447221892,Диаглаб
4620,4620,diaglab.by,https://diaglabby/gemostaz/,"определение международного нормализованного отношения мно, inr",1.47,"('Артикул: 15001', 'https://diaglab.by/mno/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.3930711544214235,Диаглаб
4621,4621,diaglab.by,https://diaglabby/gemostaz/,определение концентрации д-димеров в плазме крови d-dimer,24.25,"('Артикул: 4053', 'https://diaglab.by/d-dimer/', '1 рабочий день (не включая день взятия биоматериала) ')",фрагмент расщепления фибрина,d-димер d-dimer,0.7365482050094592,Диаглаб
4622,4622,diaglab.by,https://diaglabby/gemostaz/,определение антитромбина iii antithrombin iii,16.4,"('Артикул: 5013-4', 'https://diaglab.by/antithrombin3/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на антитромбин ат3,"антитромбин iii, % активности ат iii, antithrombin iii, % activity",0.8978520933557119,Диаглаб
4623,4623,diaglab.by,https://diaglabby/gemostaz/,"протеин s свободный protein s, free",111.24,"('Артикул: 8058-1264', 'https://diaglab.by/protein-s/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.5352180281538093,Диаглаб
4624,4624,diaglab.by,https://diaglabby/gemostaz/,"определение волчаночного антикоагулянта lupus anticoagulants, la",44.58,"('Артикул: 5014-190', 'https://diaglab.by/lupus-anticoagulants/', '2 рабочих дня (не включая день взятия биоматериала) ')",аутоантитела igg против фосфолипидов,"волчаночный антикоагулянт ва, lupus anticoagulants, la",0.8971406625465028,Диаглаб
4625,4625,diaglab.by,https://diaglabby/gemostaz/,"протеин c, % активности protein c, % activity",85.55,"('Артикул: 8057-1263', 'https://diaglab.by/protein-c/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на протеин с активность протеина c % пс % активности protein c pc coagulation protein с protein c % activity,"протеин c, % активности protein c, % activity",1.0000000000000002,Диаглаб
4626,4626,diaglab.by,https://diaglabby/microscopy/,"микроскопическое исследование соскоба уретры, влагалища, шейки матки",2.75,"('Артикул: 5015', 'https://diaglab.by/mazok-na-floru/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.4115135486871596,Диаглаб
4627,4627,diaglab.by,https://diaglabby/microscopy/,микроскопическое исследование соскоба уретры,2.75,"('Артикул: 5016', 'https://diaglab.by/mazok-na-floru-man/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.3536750189142797,Диаглаб
4628,4628,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера са-125 в сыворотке крови,25.98,"('Артикул: 3023-143', 'https://diaglab.by/onkomarker-ca125/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.5195289802507916,Диаглаб
4629,4629,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера не-4 в сыворотке крови,46.55,"('Артикул: 3024', 'https://diaglab.by/onkomarker-he4/', '1 рабочий день (не включая день взятия биоматериала) ')","анализ крови на цитомегаловирус цмв, днк, пцр","цитомегаловирус, определение днк cytomegalovirus, dna в сыворотке крови",0.5860934139315093,Диаглаб
4630,4630,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера са 15-3 в сыворотке крови,17.19,"('Артикул: 3020', 'https://diaglab.by/onkomarker-ca15-3/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.4919080810745396,Диаглаб
4631,4631,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера psa общего в сыворотке крови,12.05,"('Артикул: 3027', 'https://diaglab.by/psa-total/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.4597145170833778,Диаглаб
4632,4632,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера cea в сыворотке крови,17.02,"('Артикул: 3026-141', 'https://diaglab.by/cea/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.3876718327184656,Диаглаб
4633,4633,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера са 72-4 в сыворотке крови,25.63,"('Артикул: 3022-166', 'https://diaglab.by/onkomarker-ca72-4/', '2 рабочих дня (не включая день взятия биоматериала) ')",,,0.5215971763199233,Диаглаб
4634,4634,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера са 19-9 в сыворотке крови,22.28,"('Артикул: 3021', 'https://diaglab.by/onkomarker-ca19-9/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.4497730412865482,Диаглаб
4635,4635,diaglab.by,https://diaglabby/onkological-panel/,определение онкомаркера afp в сыворотке крови,19.31,"('Артикул: 3025-92', 'https://diaglab.by/afp/', '2 рабочих дня (не включая день взятия биоматериала) ')","анализ крови на цитомегаловирус цмв, днк, пцр","цитомегаловирус, определение днк cytomegalovirus, dna в сыворотке крови",0.5860934139315093,Диаглаб
4636,4636,diaglab.by,https://diaglabby/onkological-panel/,"определение nse, нейро-специфической энолазы neuron-specific enolase в сыворотке крови",34.67,"('Артикул: 8070-209', 'https://diaglab.by/nse/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на нейронспецифическую энолазу neuron specific enolase,"нейронспецифическая энолаза nse, neuron-specific enolase",0.7842598431909964,Диаглаб
4637,4637,diaglab.by,https://diaglabby/onkological-panel/,определение белка s100 s100 рrotein в сыворотке крови,55.05,"('Артикул: 8072-1198', 'https://diaglab.by/belok-s100/', '2 рабочих дня (не включая день взятия биоматериала) ')",анализ крови на белок s100,белок s100 s100 protein,0.7680833487137416,Диаглаб
4638,4638,diaglab.by,https://diaglabby/onkological-panel/,простат-специфический антиген свободный psa free,11.84,"('Артикул: 3028', 'https://diaglab.by/psa-free/', '1 рабочий день (не включая день взятия биоматериала) ')",,,0.3600333217167113,Диаглаб
