,Unnamed: 0,index,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity
4530,4530,4614,Lode.by,,липосакция подбородка,1450.0,"Отложения жира в подбородке совершенно меняют форму лица, делая его оплывшим и неестественно вытянутым. Избавиться от излишков жира помогает методика липосакции подбородка. Хирург делает три прокола около ушных мочек и подбородка. Через них вводятся канюли, через которые и происходит воздействие лазером, расщепляющим жир. Расщепленный жир в виде эмульсии через трубочки отсасывается вакуумным методом, освобождая пространство. Контуры подбородка выравниваются. Раны заклеиваются специальными наклейками, надевается компрессионная повязка. Болевые ощущения в зоне липосакции могут сохраняться до нескольких месяцев, но, как правило, не приводят к значимым осложнениям и проходят сами. Через три недели после операции могут образоваться уплотнения, но это не повод для паники, это абсолютно нормальное явление. Уплотнения представляют собой остатки жировых клеток, не удаленных в ходе операции и собравшихся в сгустки. Они рассосутся в течение одного месяца. Ускорить рассасывание поможет массаж пальцами в виде лёгких круговых движений.",,,0.0
4531,4531,4615,Lode.by,,консультация флеболога,42.0,,,,0.0
4532,4532,4616,Lode.by,,"простат-специфический антиген, пса общий",25.4,"Простатспецифический антиген общий – белок, образующийся в ткани предстательной железы, который в крови существует в двух формах: в виде связанного с белками и в виде свободного ПСА. Его уровень повышается при доброкачественных и злокачественных заболеваниях предстательной железы.",,,0.5577898274432619
4533,4533,4617,Lode.by,,раковый антиген са-242,37.64, ,,,0.5940638800394804
4534,4534,4618,Lode.by,,кальцитонин,24.45, ,анализ крови на кальцитонин тиреокальцитонин тирокальцитонин ткт calcitonin human calcitonin thyrocalcitonin ct,кальцитонин calcitonin,0.7071067811865476
4535,4535,4619,Lode.by,,панель ингаляционных аллергенов 20 аллергенов,85.46, ,,,0.6281493439669845
4536,4536,4620,Lode.by,,консультация эндокринолога,46.0,,,,0.0
4537,4537,4621,Lode.by,,"мужской комплекс 1: микоплазмы, аэробы, иппп патогены, впч вкр скрин с забором мазка",88.45,"Комплекс лабораторных тестов, направленных для решения ряда проблем диагностики инфекционных урогенитальных заболеваний у мужчин.",,,0.2712326698895188
4538,4538,4622,Lode.by,,опухолевый маркер нe4,54.01,"НЕ4 – белок,который в норме он присутствует в придатках яичка и участвует в образовании спермы, а также встречается в дыхательной системе, маточных трубах и эндометрии.Его уровень резко возрастает при таких заболеваниях, как эпителиальный рак яичника, рак эндометрия, изредка при раке молочной железы и легких. Причем HE-4 будет свидетельствовать именно о злокачественном процессе и не определяться при доброкачественных или воспалительных заболеваниях яичников, что говорит о его высокой эффективности",,,0.2238643556898761
4539,4539,4623,Lode.by,,вальпроевая кислота,15.01,"Вальпроевая кислота – противосудорожное лекарственное средство. Определение уровня в крови используют при мониторинге терапии эпилепсии у взрослых и детей (больших и малых приступов, миоклонической, тонико-клонической и биполярной формы).",,,0.45563750033743267
4540,4540,4624,Lode.by,,мужской гормональный профиль: оценка андрогенного статуса,92.26, ,,,0.5745218880310063
4541,4541,4625,Lode.by,,выявление антител класса igм к токсоплазме anti-toxoplasma gondii igm,24.14,"Тест, который используют в целях диагностики первичной инфекции токсоплазмы. Специфические антитела класса М появляются в течение 2 недель после инфицирования и могут сохраняться до года и более.",,,0.5913981286331241
4542,4542,4626,Lode.by,,узи предстательной железы трансректально,41.08,"Трансректальная УЗИ-диагностика требует введения ультразвукового датчика в прямую кишку пациента, т.к. предстательная железа расположена спереди от прямой кишки. Другое название трансректального узи предстательной железы – трузи простаты. Перед началом процедуры пациента укладывают на кушетку боком. Ноги должны быть согнуты в коленях. На ректальный датчик УЗ-аппарата доктор надевает презерватив, а сверху наносит на него смазку, которая облегчит введение устройства в анальное отверстие. После введения ректального УЗ-датчика аппарат начинает транслировать получаемое изображение органа на монитор. На основании этого будет составлено заключение. Если полученных результатов окажется недостаточно, пациенту может быть предложено сделать магнитно-резонансную томографию (МРТ). Данный метод большинство представителей сильного пола пугает по причине особенностей его проведения. На самом деле отдавать предпочтение следует именно такому способу диагностирования, так как он более информативный. Преимущества ТРУЗИ простаты перед абдоминальным УЗИ предстательной железы: более детальное исследование структуры предстательной железы, не нужно наполнять мочевой пузырь, что особенно актуально при недержании мочи. В медицинских центрах Лодэ Вы може сделать УЗИ предстательной железы в Минске в любое удобное время.",,,0.4506938503817765
4543,4543,4627,Lode.by,,"мужской комплекс расширенный 2: микоплазмы, аэробы, иппп патогены, анаэробы+обм, кандиды с забором мазка",109.96, ,,,0.30865855754692945
4544,4544,4628,Lode.by,,"определение днк впч вкр скрин-титр-генотип, количественное 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 типы отдельно 14 субтипов",35.92,"Вирусы папилломы человека (ВПЧ) – обширная группа вирусов, инфицирующих клетки кожных покровов и слизистых человека. ВПЧ может приводить к развитию рака шейки матки и некоторых других (более редких) видов рака. Тест направлен на выявление ДНК данного вируса наиболее распространненых типов.
Данное молекулярно-генетическое исследование позволяет определить и дифференцировать 14 генотипов вируса папилломы человека высокого онкогенного риска в исследуемом материале, что дает возможность охарактеризовать онкогенный потенциал инфекции и спланировать тактику лечения.
Вирус папилломы человека (ВПЧ, Human papillomavirus, HPV) относится к малым ДНК-содержащим вирусам из семейства паповирусов, которые инфицируют эпителиальные клетки и индуцируют пролиферативные поражения кожи и слизистых оболочек. Вирус ассоциируется с развитием остроконечных кондилом, бородавок, предраковых изменений аногенитальной области, рака шейки матки.
В настоящее время известно около ста типов ВПЧ с различным онкогенным потенциалом, которые условно объединяют в группы высокого и низкого онкогенного риска. Более 90% всех цервикальных карцином позитивны к присутствию ВПЧ. Наиболее часто в биоматериале из опухолей шейки матки обнаруживают 16-й и 18-й типы (до 80% и более).
Выявление ДНК ВПЧ не подтверждает наличие злокачественного процесса, в большинстве (до 90%) случаев в течение 12-36 месяцев происходит элиминация вируса и самоизлечение. При длительной хронической персистенции вируса и в зависимости от его типа повышается риск развития онкологического процесса. Диагностика заболевания требует дополнительного цитологического, гистологического исследования и динамического наблюдения. У большинства людей (до 80% случаев) инфекция протекает в достаточно легкой форме, у 10-15% – в среднетяжелой форме, крайне тяжелое течение отмечается у 2-5% инфицированных.
На основании метаанализа данных по частоте встречаемости различных типов ВПЧ при раке все они были разделены на группы по степени канцерогенного риска. Типы ВПЧ 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59 (12 типов) признаны канцерогенными для человека (группа 1). ВПЧ 68-го типа – вероятно канцерогенный (группа 2А), ВПЧ 66-го типа – возможно канцерогенный (группа 2В).
Основной путь распространения вируса – половой. Возможна вертикальная (от матери к ребенку) и контактно-бытовая передача инфекции. В организм человека может попасть несколько типов ВПЧ одновременно. Заражаются обычно после начала половой жизни в возрасте 16-25 лет. При инфицировании онкогенными генотипами вируса между 25 и 35 годами вероятны интраэпителиальные поражения и через несколько лет развитие рака. В 70% случаев в течение первого года и в 90 % случаев через 2 года после инфицирования возможно самоизлечение.
Инфицирование онкогенными вирусами не означает, что у пациента будет раковое заболевание, однако требует дальнейшего тщательного регулярного наблюдения за инфицированным. При выявлении изменений кожи и слизистой с образованием кондилом, бородавок или внутриэпителиальной дисплазии рекомендовано исключение папиллома-вирусной инфекции и определение генотипа вируса, что позволяет оценить риск развития рака и определить тактику лечения.
Полимеразная цепная реакция (ПЦР) выявляет ДНК вируса папилломы человека (ВПЧ) с высокой специфичностью и чувствительностью. Определение ДНК различных генотипов вируса должно обязательно проводиться с учетом результатов цитологического и гистологического исследований биоптата, удаленной папилломы, бородавки, мазка из шейки матки или участка с дисплазией, метаплазией или признаками малигнизации.","анализ урогенитального соскоба на впч hpv dna, 14 types, scrape of urogenital epithelial cells","дифференцированное определение днк впч вирус папилломы человека, human papillomavirus, hpv 14 типов 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68 + квм в соскобе эпителиальных клеток урогенитального тракта",0.7094648446224989
4545,4545,4629,Lode.by,,забор крови из вены без учета стоимости пробирки,8.99, ,,,0.4201363969726935
4546,4546,4630,Lode.by,,санирующая операция верхнечелюстных пазух,1375.0,,,,0.0
4547,4547,4631,Lode.by,,выявление антител класса igа к хламидии пневмония anti-chl pneumoniae iga,8.4,"Тест, позволяющий определить специфические иммуноглобулины, вырабатывающиеся в организме человека в период выраженных клинических проявлений респираторного хламидиоза",,,0.4449081619693661
4548,4548,4632,Lode.by,,цитологическое исследование аспирата из полости матки,8.46,"Исследование, используемое для диагностики доброкачественных заболеваний, предраковых состояний и рака эндометрия",,,0.5086204416481915
4549,4549,4633,Lode.by,,панель аллергенов атопическая 54 аллергена,137.61,Скрининговая панель к наиболее актуальным атопическим аллергенам,,,0.6106232625091398
4550,4550,4634,Lode.by,,исследование полей зрения на цвета цветовая периметрия,12.62,,,,0.23250306647050598
4551,4551,4635,Lode.by,,биохимический анализ крови,25.76, ,,,0.21233853064914066
4552,4552,4636,Lode.by,,общий анализ мочи с микроскопией осадка,7.82,"Общий анализ мочи — исследование направленное на определение общих свойств мочи, а также физико-химического и микроскопического ее исследования.","клинический анализ мочи оам complete urinalysis urinalysis, complete with microscopic examination urinalysis complete urn",анализ мочи общий анализ мочи с микроскопией осадка,0.95493274415348
4553,4553,4637,Lode.by,,лазерная редукция мягкого неба с увулотомией,825.0,,,,0.0
4554,4554,4638,Lode.by,,консультация врача-стоматолога терапевта детского,10.0,"Молочные зубы имеют ряд важных функций: помогают пережевывать пищу, участвуют в формировании прикуса, влияют на дикцию. Именно в первые годы жизни закладывается здоровье зубов, поэтому ребенка следует регулярно приводить на осмотр к детскому стоматологу, а молочные зубы с кариесом обязательно лечить (инфекция может распространиться глубоко в",,,0.0
4555,4555,4639,Lode.by,,эпштейн-барр вирус / ядерный антиген / ebna-1 igg,7.77, ,,,0.48367605132690555
4556,4556,4640,Lode.by,,фотоомоложение кожи sa stop age,135.0,"Фотоомоложение SA (Stop Age) – современный аппаратный метод омоложения кожи, который позволяет получить эффект лифтинга кожи без травмирования ее поверхности. Процедура не имеет сезонности, может проводиться как зимой, так и летом и, в отличие от стандартного фотоомоложения, абсолютно безболезненная, комфортная, не требует реабилитационного периода.
Подходит для всех типов кожи, имеет минимум противопоказаний и не вызывает побочных реакций.  Показания к проведению процедуры:
– возрастные изменения на лице, в зоне декольте, кистях рук;
– расширенные поры;
– неровный тон лица;
– потеря тонуса кожи.  Результат после фотоомоложения SA:
– кожа выглядит более упругой и эластичной, увлажненной, заметно улучшается тургор, исчезает сухость;
– сужаются поры, рельеф становится более гладким;
– выравнивается цвет кожи.  Может проводиться на лице, шее, зоне декольте, кистях.  Важно понимать. Фотоомоложение SA не решает такие проблемы, как наличие возрастных брылей, дефицит жировой прослойки в отдельных частях лица, проявление носослезной борозды, глубокие морщины и носогубные складки.  Выполнение
В МЦ “ЛОДЭ” фотоомоложение SA выполняется с использованием высокотехнологичного лазерного оборудования экспертного класса итальянского бренда DEKA – уникальной платформе LUXEA, имеющей максимальную эффективность и высочайший уровень безопасности.
Высокая скорость и точность работы этой уникальной системы позволяет получить заметный лифтинг кожи без травмирования ее поверхности. Инфракрасный фильтр дает возможность провести процедуру фотоомоложения в движении. Тепловая энергия воздействует на мишени, разрушает проблемные клетки и активизирует деятельность фибропластов, отвечающих за синтез коллагена и эластина. Так кожа качественно улучшается, укрепляется ее коллаген-эластиновый каркас. За счёт принципа избирательного воздействия во время процедуры происходит глубокий прогрев дермы, что улучшает упругость кожи, выравнивает тон, сокращает поры, достигается эффект лифтинга.  Время выполнения от 30 до 60 минут, в зависимости от зоны.  Выраженный эффект можно получить курсом от 3 до 5 процедур с интервалом от 2 до 4 недель.
Эффект от процедуры проявляется постепенно, по нарастающей, т.к. требуется определенное время для раскрытия восстановительного потенциала после активизации деятельности фибробластов.  После процедуры фотоомоложения следует выполнять рекомендации врача:
– в течение 24 часов не мочить обработанные световым импульсом зоны;
– избегать воздействия солнечных лучей и высоких температур (на 2 недели лучше исключить посещение пляжа, солярия, сауны);
– регулярно наносить крем с высоким уровнем защиты от ультрафиолета (не менее SPF-30);
– наносить легкий увлажняющий крем по мере появления ощущения сухости кожи.",,,0.49997544624551765
4557,4557,4641,Lode.by,,выявление антител класса igg к токсоплазме anti-toxoplasma gondii igg,23.16,"Тест, позволяющий определить уровень иммунитета к токсоплазме.",,,0.6210031152069623
4558,4558,4642,Lode.by,,эзофагогастродуоденоскопия эгдс с анестезиологическим пособием,209.43,"Нередко пациентов, которым назначают ЭГДС, пугает состояние дискомфорта, которое может возникать во время исследования.
Современная медицина позволяет проводить эзофагогастродуоденоскопию под наркозом. Во время процедуры пациент спит и не испытывает никаких болезненных ощущений, а врач-эндоскопист максимально быстро, точно и эффективно проводит весь необходимый комплекс диагностики. Как проводится ЭГДС с анестезией?
ЭГДС с анестезиологическим пособием проводится под контролем врача-анестезиолога, который осуществляет индивидуальный подбор препаратов для анестезии и их внутривенное введение. С помощью внутривенного наркоза пациент погружается в поверхностный сон. Врач-анестезиолог контролирует состояние больного на протяжении всей процедуры.
Для проведения гастроскопии во сне используется поверхностный наркоз — седация. Пациенту вводят препарат, обладающий снотворным эффектом, под воздействием которого неприятные ощущения притупляются, и обследование проходит безболезненно. При этом не нужно использовать наркозный аппарат или оставаться в клинике долгое время после колоноскопии: действие анестезии проходит быстро, и детальных воспоминаний о процедуре не остается.
Пациент во время процедуры спит, не испытывая никаких неприятных ощущений, а проснувшись сразу после ее окончания не чувствует дискомфорта. Пациент во время исследования спокоен и не мешает осмотру, врач максимально быстро, точно и эффективно проводит весь необходимый комплекс диагностики.
Показания к проведению внутривенной седации определяет врач-анестезиолог перед исследованием на основании лабораторных исследований и опроса, при наличии противопоказаний может быть предложено провести исследование без седации. После выполнения эзофагогастродуоденоскопии с анестезиологическим пособием в течении всего дня после исследования запрещается вождение автомобиля и выполнение других работ, требующих повышенной концентрации внимания.
Пациент после выполнения исследования с анестезиологическим пособием может быть отпущен домой только с сопровождающим лицом. ЭГДС с анестезиологическим пособием в МЦ «ЛОДЭ» выполняется пациентам от 18 до 75 лет.
Проводится исследование при помощи современного японского оборудования экспертного класса Olympus EVIS EXERA III CV-190 PLUS. Важно! Для проведения эзофагогастродуоденоскопии под анестезией пациенту необходимо иметь при себе на бумажном носителе (!) результаты следующих исследований (действительны в течение 10 дней): ",,,0.0
4559,4559,4643,Lode.by,,остеокальцин,21.45,Остеокальцин – наиболее информативный маркер формирования костной ткани.,,,0.3192038976199221
4560,4560,4644,Lode.by,,ркт височных костей + специальные методы обработки изображений,147.08,Показания к проведению обследования РКТ височных костей: Для проведения РКТ височных костей пациенту необходимо при себе иметь:,,,0.21725871542925376
4561,4561,4645,Lode.by,,андроспок,25.51,,,,0.0
4562,4562,4646,Lode.by,,высокоинтенсивная магнитотерапия,37.79,"Принцип действия основан на том, что электромагнитное поле, индуцированное с помощью катушки, расположенной в аппликаторе, взаимодействует с человеческим телом и вызывает деполяризацию нервно-мышечной ткани. В зависимости от выбранных частоты стимуляции и интенсивности электромагнитного поля, можно добиться облегчения боли, устранения блокады суставов, ускорения процесса заживления переломов, снятия мышечного напряжения или укрепления мышц.",,,0.0
4563,4563,4647,Lode.by,,лапароскопическая холецистэктомия,1555.0," Операция выполняется под общей анестезией, длится 40-60 минут. При лапароскопической  холецистэктомии крайне редки нежелательные эффекты и послеоперационные осложнения – не более 0,2 % от общего количества вмешательств. После выполнения лапароскопической холецистэктомии пациент ближайшие 2 часа проводит в операционном блоке «ЛОДЭ» для контроля за адекватным выходом из состояния наркоза, затем его переводят в палату, пребывание в стационаре составляет 1-2 дня. Через 4-6 часов после хирургического вмешательства можно вставать, на следующий день – принимать жидкую пищу.",,,0.0
4564,4564,4648,Lode.by,,узи щитовидной железы,43.08,,,,0.5515458391704647
4565,4565,4649,Lode.by,,са-72-4,34.91,"СА 72-4 - гликопротеин, продуцируемый в большом количестве злокачественными опухолями железистой ткани, такими как карцинома желудка, рак толстой кишки или яичников.",,,0.6147268707227967
4566,4566,4650,Lode.by,,лапароскопия,1000.0,"Методика, благодаря современной оптике, позволяет получить детальное и всестороннее изображение внутреннего органа, которое при желании можно увеличить в несколько раз (до 40 раз!). При помощи четкого изображения на мониторе специалист получает возможность выявить нарушения и провести оперативное лечение. Существует три вида лапароскопии:

Диагностическая лапароскопия заключается в визуальном осмотре органов с использованием дополнительного манипулятора. Применяется для исследования внутренних органов при неясном диагнозе – при бесплодии, хронических тазовых болях (подозрение на эндометриоз придатков матки или брюшины, спаечный процесс в малом тазу и др.). Оперативная лапароскопия охватывает почти весь объем гинекологических операций и обычно применяется для устранения обнаруженных патологических изменений. Применяемый в традиционной хирургии большой разрез значительно травмирует мышечную ткань, поэтому период заживления раны занимает довольно долгое время, послеоперационный период отмечается болезненностью. Небольшие проколы, производимые при эндоскопических хирургических вмешательствах, не травмируют мышечную ткань. В результате пациенты: Методика предусматривает установку одного или нескольких троакаров в брюшную полость, растяжение передней брюшной стенки газом (СО2) и осмотр/исследование органов брюшной полости с оптической системой, совмещенной с источником света.",,,0.0
4567,4567,4651,Lode.by,,антитела к вирусу клещевого энцефалита igg,8.82,Выявление антител класса IgG к вирусу клещевого энцефалита в крови свидетельствуюет о текущей либо перенесенной инфекции или об успешной вакцинации.,,,0.3532322813012828
4568,4568,4652,Lode.by,,"женский гормональный профиль: дисфункция яичников, нарушения менструального цикла",184.82, ,,,0.26470080664543816
4569,4569,4653,Lode.by,,риноцитограмма - подсчет форменных элементов крови в отделяемом из носа с забором мазка,11.44,"Микроскопическое исследование отделяемого из полости носа, которое позволяет определить наличие в носовой слизи клеток, характерных для аллергических или инфекционных заболеваний, вызывающих воспаление слизистой оболочки носа. В некоторых случаях проводится с целью определения причин длительного насморка и помогает в дифференциальной диагностике между аллергическим или инфекционным характером заболевания. Результат исследования интерпретируется врачом.",,,0.3365438330377113
4570,4570,4654,Lode.by,,определение фибриногена по клаусу,6.41,"Фибриноген – вырабатываемый в печени белок, превращающийся в нерастворимый фибрин, который составляет основу кровяного сгустка при свертывании крови.",анализ крови на фибриноген фибриноген фактор i первый свертывающей системы плазмы fibrinogen fibrinogen activity and fibrinogen antigen assays factor i activity factor i fibrinogen activity functional fibrinogen fibrinogen antigen,фибриноген fibrinogen,0.7071067811865476
4571,4571,4655,Lode.by,,профессинальная гигиена одного зуба,2.0,,,,0.361198593789119
4572,4572,4656,Lode.by,,кишечный дисбактериоз,44.63,"Дисбактериоз (дисбиоз) кала - выявляет нормальную и патогенную микрофлору, чувствительность к антибиотикам. ",,,0.30405831291852725
4573,4573,4657,Lode.by,,aэробы: enterobacteriaceae/staphylococcus spp/streptococcus spp,23.4,Комплексное исследование на выявление аэробных инфекций.,,,0.37229141831573465
4574,4574,4658,Lode.by,,определение онкомаркеров p16ink4a/ki-67 с использованием жидкостной цитологии,133.46, ,,,0.41371087252147437
4575,4575,4659,Lode.by,,«мужское здоровье»,288.87,"Не секрет, что сексуальное и репродуктивное здоровье играет большую роль в жизни мужчины. От нормальной работы мужской половой системы напрямую зависит как благополучие самого мужчины, так и гармония в отношениях с женщинами. Начало серьезных проблем, в т.ч. на ранних стадиях, распознать самостоятельно мужчина вряд ли сможет, многие изменения в организме протекают бессимптомно. Для предупреждения риска развития урологических заболеваний, сохранения мужского здоровья и поддержания качественного образа жизни специалистами МЦ «ЛОДЭ» разработана программа комплексной диагностики – «Мужское здоровье».                               При себе необходимо иметь паспорт.",,,0.0
4576,4576,4660,Lode.by,,выявление антител класса igа к хламидии трахоматис anti-chl trachomatis iga,7.73,"Тест, позволяющий определить специфические иммуноглобулины, вырабатывающиеся в организме человека в период выраженных клинических проявлений урогенитального хламидиоза",,,0.45843970547379004
4577,4577,4661,Lode.by,,герметизация фиссур один зуб,35.0,"Фиссуры – бороздки и канавки на жевательной поверхности всех зубов. Именно они наиболее подвержены кариесу. В фиссурах скапливается зубной налет, эмаль темнеет и разрушается, зуб может болеть.
Чтобы предотвратить развитие кариеса и сохранить зуб здоровым, проводится герметизация фиссур: бороздки и канавки закрываются специальным фторсодержащим пломбировочным материалом – герметиком (силантом).
Проводить герметизацию фиссур рекомендуется и на молочные зубы детей, и на постоянные – через полгода после прорезывания зуба.
У данной процедуры две важные функции:
– профилактика кариеса;
– укрепление зубной эмали за счет насыщения ткани зуба фтором, содержащимся в герметике.  Выполнение:
Герметизация фиссур – безопасная и безболезненная процедура. В МЦ «ЛОДЭ» для выполнения процедуры используется качественный материал – ЗМ ESPE (GC Corporation, Tokyo, Japan).
Этапы проведения:
1. Врач очищает зуб от остатков пищи и налета щеточкой с зубной пастой.
2.Фиссуры обрабатываются специальной ортофосфорной кислотой (для лучшего прилипания герметика). Кислота смывается через 30-40 секунд, поверхность зуба просушивается
3.На фиссуры с помощью аппликатора наносится герметик.
4. Для затвердения материала в течение 40–45 секунд герметик засвечивается УФ-лампой.
5. При необходимости врач снимает излишки герметика шлифовкой.
6. Эмаль зуба обрабатывается фторсодержащей пастой, поверхность зуба покрывается фтор-лаком.  Результат
Герметик защищает зуб от возникновения кариеса и способствует правильному формированию твердых тканей зуба.  ",,,0.0
4578,4578,4662,Lode.by,,пломбирование зуба материалом айкон,50.0,"Пломбирование зуба материалом Айкон (Icon) – неинвазивное лечение кариеса на начальной стадии, когда на поверхности зубной эмали появляется белое пятно – очаг деминерализации, который свидетельствует о том, что эмаль истончается. Данная инновационная технология позволяет осуществлять обработку кариозной области без препарирования зуба. Метод безболезненный и максимально безопасный. Главное преимущество данной методики – лечение без применения бормашины, что позволяет:
– максимально сохранять ткани зуба,
– не нарушать структуру эмали,
– выполнять лечение пациентам, которые боятся бормашины и уколов,
– проводить лечение за одно посещение,
– лечить кариес не только взрослым, но и маленьким детям.
После процедуры природная форма зуба не меняется, сохраняется его однородный цвет. Выполнение Этапы проведения манипуляции: После процедуры рекомендовано на несколько часов отказаться от курения и употребления красящих напитков - чая, кофе.",,,0.33671865837092513
